日数	手術名称	レセ電CD
0	網膜光凝固術（その他特殊）（一連）（右）	150244210
0	硝子体茎顕微鏡下離断術（網膜付着組織を含	150274010
0	硝子体茎顕微鏡下離断術（その他のもの）　	150090610
0	硝子体切除術　　　　　　　　　　　　　　	150090410
0	水晶体再建術（眼内レンズ挿入）その他　　	150253010
0	後発白内障手術（右）　　　　　　　　　　	150280650
0	後発白内障手術（左）　　　　　　　　　　	150280650
0	水晶体再建術（眼内レンズ挿入）その他　　	150253010
0	水晶体再建術（眼内レンズを挿入しない場合	150315610
0	水晶体再建術（眼内レンズを挿入しない場合	150315610
0	硝子体置換術（右）　　　　　　　　　　　	150091610
0	水晶体再建術（眼内レンズ挿入）縫着レンズ	150356210
0	先天性耳瘻管摘出術　　　　　　　　　　　	150092010
0	副耳（介）切除術　　　　　　　　　　　　	150092110
0	耳茸摘出術（左）　　　　　　　　　　　　	150092210
0	外耳道骨増生（外骨腫）切除術　　　　　　	150092310
0	外耳道腫瘍摘出術（外耳道真珠腫手術含む）	150092610
0	外耳道悪性腫瘍手術（悪性外耳道炎手術を含	150092910
0	鼓膜切開術（右）　　　　　　　　　　　　	150093610
0	鼓膜切開術（左）　　　　　　　　　　　　	150093610
0	乳突削開術　　　　　　　　　　　　　　　	150094110
0	鼓膜（排液、換気）チューブ挿入術（右）　	150094610
0	鼓膜（排液、換気）チューブ挿入術（左）　	150094610
0	鼓膜形成手術　　　　　　　　　　　　　　	150096010
0	鼓室形成手術　　　　　　　　　　　　　　	150096110
0	アブミ骨可動化手術　　　　　　　　　　　	150096350
0	内耳窓閉鎖術　　　　　　　　　　　　　　	150255010
0	人工内耳植込術　　　　　　　　　　　　　	150266510
0	鼻腔粘膜焼灼術（右）　　　　　　　　　　	150097310
0	鼻腔粘膜焼灼術（左）　　　　　　　　　　	150097310
0	下甲介粘膜焼灼術　　　　　　　　　　　　	150097450
0	鼻骨骨折徒手整復術　　　　　　　　　　　	150097950
0	鼻甲介切除術（その他）　　　　　　　　　	150098810
0	粘膜下下鼻甲介骨切除術　　　　　　　　　	150099010
0	鼻茸摘出術（左）　　　　　　　　　　　　	150099110
0	上顎洞性後鼻孔ポリープ切除術　　　　　　	150099210
0	鼻副鼻腔腫瘍摘出術　　　　　　　　　　　	150099310
0	鼻副鼻腔悪性腫瘍手術（切除）　　　　　　	150099410
0	鼻副鼻腔悪性腫瘍手術（全摘）　　　　　　	150099510
0	経鼻腔的翼突管神経切除術　　　　　　　　	150099710
0	鼻中隔矯正術　　　　　　　　　　　　　　	150100110
0	内視鏡下鼻中隔手術Ⅰ型（骨、軟骨手術）　	150385210
0	内視鏡下鼻腔手術Ⅰ型（下鼻甲介手術）　　	150385410
0	内視鏡下鼻腔手術Ⅱ型（鼻腔内手術）　　　	150385510
0	内視鏡下鼻・副鼻腔手術Ⅱ型（副鼻腔単洞手	150373310
0	内視鏡下鼻・副鼻腔手術Ⅲ型（選択的（複数	150373510
0	内視鏡下鼻・副鼻腔手術Ⅳ型（汎副鼻腔手術	150373610
0	内視鏡下鼻・副鼻腔手術Ⅴ型（拡大副鼻腔手	150373710
0	前頭洞充填術　　　　　　　　　　　　　　	150100510
0	上顎洞根治手術　　　　　　　　　　　　　	150100710
0	上顎洞篩骨洞根治手術　　　　　　　　　　	150101610
0	副鼻腔手術用内視鏡加算　　　　　　　　　	150279470
0	副鼻腔手術用骨軟部組織切除機器加算　　　	150366810
0	咽頭異物摘出術（複雑）　　　　　　　　　	150103110
0	アデノイド切除術　　　　　　　　　　　　	150103310
0	中咽頭腫瘍摘出術（経口腔によるもの）　　	150103810
0	下咽頭腫瘍摘出術（経口腔によるもの）　　	150104010
0	咽頭悪性腫瘍手術　　　　　　　　　　　　	150104210
0	口蓋扁桃手術（摘出）　　　　　　　　　　	150104910
0	口蓋扁桃切除術（翌日以降）後出血止血術　	150248450
0	副咽頭間隙腫瘍摘出術（経頸部）　　　　　	150344710
0	過長茎状突起切除術　　　　　　　　　　　	150105310
0	深頸部膿瘍切開術　　　　　　　　　　　　	150336010
0	気管切開術　　　　　　　　　　　　　　　	150106210
0	喉頭粘膜焼灼術（直達鏡によるもの）　　　	150106310
0	喉頭粘膜下異物挿入術　　　　　　　　　　	150106410
0	声帯ポリープ切除術（直達喉頭鏡によるもの	150106850
0	喉頭ポリープ切除術（直達喉頭鏡によるもの	150316010
0	喉頭腫瘍摘出術（直達鏡によるもの）　　　	150107610
0	喉頭悪性腫瘍手術（切除）　　　　　　　　	150107810
0	喉頭悪性腫瘍手術（全摘）　　　　　　　　	150107910
0	喉頭、下咽頭悪性腫瘍手術（頚部、胸部、腹	150108110
0	気管切開孔閉鎖術　　　　　　　　　　　　	150108410
0	喉頭狭窄症手術（Ｔチューブ挿入術）　　　	150108910
0	喉頭形成手術（筋弁転位術、軟骨転位術、軟	150109310
0	気管口狭窄拡大術　　　　　　　　　　　　	150109610
0	嚥下機能手術（喉頭気管分離術）　　　　　	150345310
0	抜歯手術（乳歯）　　　　　　　　　　　　	150110010
0	抜歯手術（１歯につき）前歯　　　　　　　	150110110
0	抜歯手術（１歯につき）臼歯　　　　　　　	150110210
0	抜歯術（埋伏歯）　　　　　　　　　　　　	150110410
0	難抜歯加算　　　　　　　　　　　　　　　	150385770
0	下顎の完全埋伏智歯（骨性）及び水平埋伏智	150110410
0	顎・口蓋裂形成手術（顎裂を伴う）（片側）	150110910
0	軟口蓋形成手術（いびきに対する）　　　　	150110910
0	口腔底膿瘍切開術　　　　　　　　　　　　	150111010
0	口腔底悪性腫瘍手術　　　　　　　　　　　	150111210
0	頬粘膜腫瘍摘出術　　　　　　　　　　　　	150111410
0	頬粘膜悪性腫瘍手術　　　　　　　　　　　	150111510
0	甲状舌管嚢胞摘出術　　　　　　　　　　　	150112050
0	舌悪性腫瘍手術（切除）　　　　　　　　　	150112110
0	舌悪性腫瘍手術（亜全摘）　　　　　　　　	150112210
0	歯）頬腫瘍摘出術（その他）　　　　　　　	150113310
0	口腔、顎、顔面悪性腫瘍切除術　　　　　　	150113610
0	口唇裂形成手術（片側）（口唇裂鼻形成を伴	150114110
0	頬骨骨折観血的整復術　　　　　　　　　　	150114510
0	下顎骨形成術（短縮）　　　　　　　　　　	150268510
0	下顎骨形成術（伸長）　　　　　　　　　　	150268610
0	顎関節形成術　　　　　　　　　　　　　　	150116910
0	画像等手術支援加算（ナビゲーション）　　	150339010
0	画像等手術支援加算（実物大臓器立体モデル	150339110
0	唾石摘出術（一連につき）深在性　　　　　	150117310
0	がま腫摘出術　　　　　　　　　　　　　　	150117410
0	舌下腺腫瘍摘出術　　　　　　　　　　　　	150117510
0	顎下腺摘出術　　　　　　　　　　　　　　	150117710
0	耳下腺腫瘍摘出術（耳下腺浅葉摘出術）　　	150118110
0	耳下腺腫瘍摘出術（耳下腺深葉摘出術）　　	150118210
0	耳下腺悪性腫瘍手術（切除）　　　　　　　	150118310
0	唾液腺管形成手術　　　　　　　　　　　　	150118610
0	甲状腺部分切除術、甲状腺腫摘出術（片葉）	150118910
0	甲状腺部分切除術、甲状腺腫摘出術（両葉）	150119010
0	甲状腺悪性腫瘍手術（切除）　　　　　　　	150119410
0	甲状腺悪性腫瘍手術（全摘及び亜全摘）　　	150119510
0	副甲状腺（上皮小体）腺腫過形成手術（副甲	150119710
0	頸嚢摘出術　　　　　　　　　　　　　　　	150120210
0	頸部郭清術（片側）　　　　　　　　　　　	150120410
0	頸部郭清術（両側）　　　　　　　　　　　	150262610
0	乳腺腫瘍摘出術（長径５未満）（左）　　	150121110
0	乳管腺葉区域切除術　　　　　　　　　　　	150274610
0	乳腺悪性腫瘍手術（単純乳房切除術（乳腺全	150121610
0	乳腺悪性腫瘍手術　乳房部分切除術（腋窩部	150262710
0	乳腺悪性腫瘍手術　乳房部分切除術（腋窩部	150303110
0	乳腺悪性腫瘍手術（乳房切除術（腋窩鎖骨下	150121710
0	乳腺悪性腫瘍手術（乳房切除術（腋窩鎖骨下	150121810
0	止血用加熱凝固切開装置加算　　　　　　　	150293270
0	乳腺悪性腫瘍手術　乳房切除術（腋窩部郭清	150316510
0	乳腺悪性腫瘍手術（乳頭乳輪温存乳房切除術	150386410
0	陥没乳頭形成術　　　　　　　　　　　　　	150292210
0	乳房再建術（乳房切除後）一次的に行うもの	150316610
0	乳房再建術（乳房切除後）二次的に行うもの	150316710
0	乳がんセンチネルリンパ節加算１　　　　　	150345870
0	乳がんセンチネルリンパ節加算２　　　　　	150345970
0	再建乳房乳頭形成術　　　　　　　　　　　	150292310
0	ゲル充填人工乳房を用いた乳房再建術（乳房	150374010
0	醸膿胸膜、胸膜胼胝切除術（１肺葉に相当す	150126610
0	膿胸腔有茎筋肉弁充填術　　　　　　　　　	150127210
0	縱隔悪性腫瘍手術（単純摘出）　　　　　　	150128610
0	気管・気管支ステント留置術（硬性鏡による	150281250
0	気管・気管支ステント留置術（軟性鏡による	150357510
0	気管支瘻孔閉鎖術　　　　　　　　　　　　	150374410
0	肺縫縮術　　　　　　　　　　　　　　　　	150131610
0	食道狭窄拡張術（内視鏡によるもの）　　　	150132710
0	食道ステント留置術　　　　　　　　　　　	150281350
0	食道狭窄拡張術（拡張用バルーン）　　　　	150346210
0	食道空置バイパス作成術　　　　　　　　　	150346310
0	食道憩室切除術（頸部手術によるもの）　　	150133610
0	内視鏡的食道粘膜切除術（早期悪性腫瘍粘膜	150274810
0	自動吻合器加算　　　　　　　　　　　　　	150339310
2	食道・胃静脈瘤硬化療法（内視鏡によるもの	150136510
2	内視鏡的食道・胃静脈瘤結紮術　　　　　　	150270150
0	胸腹裂孔ヘルニア手術（経腹）　　　　　　	150137310
0	食道裂孔ヘルニア手術（経腹）　　　　　　	150138010
0	ペースメーカー交換術　　　　　　　　　　	150140410
0	植込型心電図記録計摘出術　　　　　　　　	150347010
0	植込型除細動器交換術　　　　　　　　　　	150275310
0	両室ペーシング機能付き植込型除細動器交換	150337010
0	心房内血栓除去術　　　　　　　　　　　　	150140710
0	心臓弁再置換術加算（弁輪拡大術を伴う大動	150375570
0	不整脈手術（メイズ手術）　　　　　　　　	150275610
0	三次元カラーマッピング加算　　　　　　　	150346870
0	人工心肺（１日につき）初日　　　　　　　	150147610
0	人工心肺（選択的冠灌流併施加算）　　　　	150147870
0	逆行性冠灌流併施加算（人工心肺）　　　　	150347170
0	人工心肺（１日につき）選択的脳灌流の併施	150275870
0	大動脈バルーンパンピング法（ＩＡＢＰ法）	150148010
0	大動脈バルーンパンピング法（ＩＡＢＰ法）	150148110
0	経皮的心肺補助法（１日につき）初日　　　	150262910
0	経皮的心肺補助法（１日につき）２日目以降	150275710
0	血管露出術　　　　　　　　　　　　　　　	150148210
0	血管結紮術（その他）　　　　　　　　　　	150148610
0	動脈塞栓除去術（その他）観血的なもの　　	150149110
0	動脈血栓内膜摘出術（その他）　　　　　　	150149510
0	動脈血栓内膜摘出術（内頚動脈）　　　　　	150322710
0	大動脈瘤切除術（弓部大動脈）　　　　　　	150150010
0	抗悪性腫瘍剤動脈内持続注入用植込型カテー	130008070
0	抗悪性腫瘍剤静脈内持続注入用植込型カテー	130010150
0	大動脈瘤切除術（下行大動脈）　　　　　　	150150110
0	大動脈瘤切除術（腹部大動脈）その他のもの	150245210
0	動脈形成術、吻合術（その他の動脈）　　　	150150610
0	内シャント設置術　　　　　　　　　　　　	150151150
0	腎血管性高血圧症手術（経皮的腎血管拡張術	150152010
0	血管移植術、バイパス移植術（膝窩動脈）　	150387810
0	血管移植術、バイパス移植術（その他の動脈	150152710
0	四肢の血管拡張術・血栓除去術　　　　　　	150153810
0	経皮的冠動脈形成術（急性心筋梗塞）　　　	150374910
0	経皮的冠動脈形成術（不安定狭心症）　　　	150375010
0	下肢静脈瘤手術（硬化療法（一連として）左	150263410
0	下肢静脈瘤血管内焼灼術　　　　　　　　　	150360910
0	中心静脈注射用植込型カテーテル設置（四肢	130009070
0	中心静脈注射用植込型カテーテル設置（頭頸	130009170
0	静脈血栓摘出術　その他のもの（観血的なも	150154310
0	下大静脈フィルター留置術　　　　　　　　	150263510
0	下大静脈フィルター除去術　　　　　　　　	150361010
0	静脈形成術・吻合術（その他の静脈）　　　	150154910
0	リンパ節摘出術（長径３未満）　　　　　	150155610
0	リンパ節摘出術（長径３以上）　　　　　	150155710
0	リンパ節群郭清術（頸部深在性）　　　　　	150156410
0	リンパ節群郭清術（鼠径部及び股部）　　　	150156810
0	リンパ管吻合術　　　　　　　　　　　　　	150157510
0	ヘルニア手術（臍ヘルニア）　　　　　　　	150158810
0	ヘルニア手術（鼠径ヘルニア）　　　　　　	150159010
0	胸水・腹水濾過濃縮再静注法　　　　　　　	150159710
0	試験開腹術　　　　　　　　　　　　　　　	150160010
0	経皮的腹腔膿瘍ドレナージ術　　　　　　　	150347510
0	内視鏡的胃、十二指腸ポリープ・粘膜切除術	150164410
0	胃、十二指腸憩室切除術・ポリープ切除術（	150164210
0	内視鏡的食道及び胃内異物摘出術　　　　　	150165050
0	内視鏡的消化管止血術　　　　　　　　　　	150164850
0	胃腸吻合術（ブラウン手術を含む）　　　　	150171310
0	胃瘻造設術（経皮的内視鏡下胃瘻造設術を含	150171610
0	心拍動下冠動脈、大動脈バイパス移植用機器	150328110
0	術中グラフト血流測定加算　　　　　　　　	150390810
0	超音波内視鏡下瘻孔形成術（腹腔内膿瘍　　	150362410
0	バルーン内視鏡加算　　　　　　　　　　　	150388670
2	経皮的肝膿瘍ドレナージ術　　　　　　　　	150337410
0	腸重績症整復術（非観血的）　　　　　　　	150181010
0	小腸腫瘍、小腸憩室摘出術（メッケル憩室炎	150181310
0	自動縫合器加算　　　　　　　　　　　　　	150339210
0	内視鏡的大腸ポリープ・粘膜切除術（長径２	150183410
0	小腸結腸内視鏡的止血術　　　　　　　　　	150263950
0	内視鏡的大腸ポリープ・粘膜切除術（長径２	150285010
0	結腸瘻閉鎖術（腸管切除を伴わない）　　　	150185410
0	小腸・結腸狭窄部拡張術（内視鏡によるもの	150293310
0	直腸腫瘍摘出術（経肛門）　　　　　　　　	150186810
0	直腸切除・切断術（切除術）　　　　　　　	150187110
0	直腸切除・切断術（切断術）　　　　　　　	150187210
0	直腸切除・切断術（低位前方切除術）　　　	150245410
0	肛門周囲膿瘍切開術　　　　　　　　　　　	150189810
0	腟壁尖圭コンジローム切除術　　　　　　　	150190650
0	肛門ポリープ切除術　　　　　　　　　　　	150190310
0	鎖肛手術（会陰式）　　　　　　　　　　　	150191410
0	鎖肛手術（仙骨会陰式）　　　　　　　　　	150191510
0	経皮的腎嚢胞穿刺術（左）　　　　　　　　	150264110
0	腎腫瘍凝固・焼灼術（冷凍凝固）　　　　　	150364910
0	経皮的腎（腎盂）瘻造設術（右）　　　　　	150195610
0	経皮的腎（腎盂）瘻造設術（左）　　　　　	150195610
0	経尿道的尿路結石除去術（その他）　　　　	150196610
0	経尿道的尿路結石除去術（レーザーによるも	150365010
0	経尿道的尿管狭窄拡張術　　　　　　　　　	150197010
0	尿管膀胱吻合術　　　　　　　　　　　　　	150197210
0	尿管皮膚瘻造設術　　　　　　　　　　　　	150197810
0	経尿道的尿管ステント留置術　　　　　　　	150303910
0	経尿道的尿管ステント抜去術　　　　　　　	150304010
0	膀胱異物摘出術（経尿道的手術）　　　　　	150198910
0	膀胱結石摘出術（経尿道的手術）　　　　　	150198710
0	経尿道的電気凝固術　　　　　　　　　　　	150199450
0	膀胱水圧拡張術　　　　　　　　　　　　　	150348810
0	膀胱悪性腫瘍手術（経尿道的手術）その他　	150246210
0	膀胱悪性腫瘍手術（経尿道的手術）電解質溶	150365110
0	膀胱尿管逆流手術　　　　　　　　　　　　	150201950
0	外尿道腫瘍切除術　　　　　　　　　　　　	150203010
0	尿道狭窄内視鏡手術　　　　　　　　　　　	150205710
0	尿道狭窄拡張術（尿道バルーンカテーテル）	150242450
0	尿失禁手術（恥骨固定式膀胱頚部吊上術を行	150206010
0	陰茎悪性腫瘍手術（陰茎全摘）　　　　　　	150206810
0	包茎手術（背面切開術）　　　　　　　　　	150207110
0	包茎手術（環状切除術）　　　　　　　　　	150207210
0	精巣上体摘出術　　　　　　　　　　　　　	150207910
0	精巣悪性腫瘍手術　　　　　　　　　　　　	150264410
0	陰嚢水腫手術（その他）　　　　　　　　　	150208510
0	停留精巣固定術　　　　　　　　　　　　　	150208610
0	経尿道的前立腺手術　　　　　　　　　　　	150379710
0	経尿道的前立腺手術（電解質溶液利用）　　	150379610
0	バルトリン腺膿瘍切開術　　　　　　　　　	150209510
0	癒合陰唇形成手術（筋層に及ばないもの）　	150211650
0	外陰・膣血腫除去術　　　　　　　　　　　	150326610
0	腟壁裂創縫合術（前壁裂創）（分娩時を除く	150211810
0	腟閉鎖術（中央腟閉鎖術（子宮全脱））　　	150326810
0	腟壁腫瘍摘出術　　　　　　　　　　　　　	150213010
0	腟壁悪性腫瘍手術　　　　　　　　　　　　	150213210
0	腟壁形成手術　　　　　　　　　　　　　　	150214510
0	子宮内膜掻爬術　　　　　　　　　　　　　	150214610
0	子宮脱手術（マンチェスター手術）　　　　	150215310
0	子宮脱手術（腟壁形成手術及び子宮全摘術）	150215410
0	子宮頸管閉鎖症手術（観血的）　　　　　　	150218950
0	子宮頸部摘出術（腟部切断術を含む）　　　	150281950
0	子宮頸部（腟部）切除術　　　　　　　　　	150216510
0	子宮頸部上皮内癌に対するレーザー照射療法	150216650
0	子宮頸部異形成上皮に対するレーザー照射療	150327010
0	子宮鏡下有茎粘膜下筋腫切出術　　　　　　	150294210
0	子宮内膜ポリープ切除術　　　　　　　　　	150294310
0	子宮鏡下子宮筋腫摘出術　　　　　　　　　	150278610
0	吸引娩出術　　　　　　　　　　　　　　　	150221210
0	会陰（腟壁）裂創縫合術（分娩時）（直腸裂	150221910
0	頸管裂創縫合術（分娩時）　　　　　　　　	150222010
0	帝王切開術（緊急）　　　　　　　　　　　	150222110
0	帝王切開術（選択）　　　　　　　　　　　	150222210
0	複雑加算（帝王切開術）　　　　　　　　　	150390570
0	胎盤用手剥離術　　　　　　　　　　　　　	150222710
0	子宮頸管縫縮術（マクドナルド法）　　　　	150223410
0	子宮頸管縫縮術（シロッカー法）　　　　　	150223510
0	子宮頸管縫縮術（縫縮解除術）（チューブ抜	150223710
0	流産手術（妊娠１１週までの場合）　　　　	150224110
0	流産手術（妊娠１１週を超え妊娠２１週まで	150224210
0	胞状奇胎除去術　　　　　　　　　　　　　	150224410
0	新生児仮死蘇生術（仮死第１度）　　　　　	150224610
0	新生児仮死蘇生術（仮死第２度）　　　　　	150224710
0	超音波凝固切開装置等加算　　　　　　　　	150286990
0	微小血管自動縫合器加算　　　　　　　　　	150339410
0	術中血管等描出撮影加算　　　　　　　　　	150367110
0	人工肛門・人工膀胱造設術前処置加算　　　	150367210
0	術中術後自己血回収術　　　　　　　　　　	150226210
0	局所麻酔（０点算定）　　　　　　　　　　	
0	迷もう麻酔　　　　　　　　　　　　　　　	
0	静脈麻酔（長時間）　　　　　　　　　　　	
0	静脈麻酔（短時間）　　　　　　　　　　　	
0	硬膜外麻酔（頸・胸部）　　　　　　　　　	
0	硬膜外麻酔（腰部）　　　　　　　　　　　	
0	硬膜外麻酔後における局所麻酔剤の持続的注	
2	脊椎麻酔　　　　　　　　　　　　　　　　	150232910
0	精密持続注入加算（硬膜外麻酔後）　　　　	
0	胸部硬膜外ブロック　　　　　　　　　　　	
0	腰傍脊椎神経ブロック　　　　　　　　　　	
0	腸骨鼠径神経ブロック　　　　　　　　　　	
0	球後麻酔　　　　　　　　　　　　　　　　	
2	閉鎖循環式全身麻酔５　　　　　　　　　　	150233410
2	閉鎖循環式全身麻酔５（麻酔困難な患者）　	150328210
0	低体温療法　　　　　　　　　　　　　　　	
2	閉鎖循環式全身麻酔（腹腔鏡下手術）　　　	150233410
2	閉鎖循環式全身麻酔（心臓手術）　　　　　	150233410
2	閉鎖循環式全身麻酔（伏臥位）　　　　　　	150233410
2	閉鎖循環式全身麻酔（低血圧手術）　　　　	150233410
2	閉鎖循環式全身麻酔（人工心肺）　　　　　	150233410
2	閉鎖循環式全身麻酔（低体温手術）　　　　	150233410
2	閉鎖循環式全身麻酔（分離肺換気）　　　　	150233410
2	閉鎖循環式全身麻酔（人工心肺を用い低体温	150233410
2	閉鎖循環式全身麻酔（側臥位手術）　　　　	150233410
2	閉鎖循環式全身麻酔（麻酔困難）側臥位手術	150233410
2	閉麻（麻酔困難）分離肺換気　　　　　　　	150233410
2	閉麻（麻酔困難）心臓手術（人工心肺不使用	150233410
2	閉鎖循環式全身麻酔（麻酔困難）伏臥位　　	150233410
2	閉麻（麻酔困難）低血圧麻酔　　　　　　　	150233410
2	閉麻（麻酔困難）心臓手術（人工心肺使用）	150233410
2	閉麻（麻酔困難）人工心肺用いて低体温で行	150233410
3	閉麻（麻酔困難）腹腔鏡下手術　　　　　　	150328210
0	神経根ブロック　　　　　　　　　　　　　	
0	硬膜外ブロックにおける麻酔剤の持続的注入	
0	硬膜外ブロックにおける麻酔剤の持続的注入	
0	上肢伝達麻酔　　　　　　　　　　　　　　	
0	下肢伝達麻酔　　　　　　　　　　　　　　	
0	神経幹内注射　　　　　　　　　　　　　　	
0	カテラン硬膜外注射　　　　　　　　　　　	
0	トリガーポイント注射　　　　　　　　　　	
0	麻酔管理料（Ⅰ）（閉鎖循環式全身麻酔）　	
0	閉鎖循環式全身麻酔（バイパス（心肺不使用	
0	閉麻（麻酔困難）バイパス（人工心肺不使用	
0	麻酔管理料（Ⅰ）（硬膜外麻酔）　　　　　	
0	麻酔管理料（Ⅰ）（脊椎麻酔）　　　　　　	
2	閉鎖循環式全身麻酔（硬膜外麻酔の同時併施	150233410
2	閉鎖循環式全身麻酔（硬膜外麻酔の同時併施	150233410
2	閉鎖循環式全身麻酔（硬膜外麻酔の同時併施	150233410
0	帝王切開術麻酔加算　　　　　　　　　　　	
0	術中経食道心エコー連続監視加算　　　　　	
0	長時間麻酔管理加算　　　　　　　　　　　	
0	麻酔管理料（Ⅱ）（硬膜外麻酔）　　　　　	
0	麻酔管理料（Ⅱ）（脊椎麻酔）　　　　　　	
0	麻酔管理料（Ⅱ）（閉鎖循環式全身麻酔）　	
0	静脈麻酔（十分な体制下で長時間）複雑　　	
0	神経ブロック併施加算　　　　　　　　　　	
0	歯）周術期口腔機能管理後手術加算　　　　	
0	歯）術後性上顎嚢胞摘出術（上顎に限局する	
0	上顎洞口腔瘻閉鎖術（困難）　　　　　　　	
0	上顎洞口腔瘻閉鎖術（著しく困難）　　　　	
5	腐骨除去手術　顎骨（片側の１／３未満）　	
5	腐骨除去手術　顎骨（片側の１／３以上）　	
0	口腔内消炎手術（顎炎又は顎骨骨髄炎３分の	
0	口腔内消炎手術　顎骨骨髄炎（全顎）　　　	
0	舌小帯形成手術　　　　　　　　　　　　　	
0	下顎隆起形成術　　　　　　　　　　　　　	
0	口腔外消炎手術（５以上）　　　　　　　	
0	歯）口腔外消炎手術（顎炎又は顎骨骨髄炎）	
0	歯）創傷処理　筋肉臓器に達するもの　長径	
5	下顎骨形成術（両側加算）　　　　　　　　	150279770
5	顎骨腫瘍摘出術（歯根嚢胞を除く）３未満	150115410
5	顎骨腫瘍摘出術（歯根嚢胞を除く）３以上	150115510
5	歯）口蓋腫瘍摘出術（口蓋骨に及ぶ）　　　	150110610
0	歯）歯根嚢胞摘出手術（鶏卵大）　　　　　	
0	歯根嚢胞摘出術（歯冠大）　　　　　　　　	
0	歯根嚢胞摘出術（拇指頭大）　　　　　　　	
0	顎骨内異物（挿入物含む）除去術（困難）顎	
0	顎骨インプラント摘出術（２分の１顎以上）	
0	歯根端切除手術（１歯につき）２以外　　　	
0	歯根端切除手術（１歯につき）歯科用３次元	
0	歯の移植術　　　　　　　　　　　　　　　	
5	歯）骨移植術（軟骨移植術を含む）自家骨移	150295010
0	歯）広範囲顎骨支持型装置埋入（２回法１次	
0	歯）広範囲顎骨支持型装置埋入（２回法２次	
0	歯）遊離皮弁術（顕微鏡下血管柄付）　　　	
0	創傷処理　真皮縫合加算　　　　　　　　　	
0	創傷処理（デブリードマン加算）　　　　　	
0	深部デブリードマン加算　　　　　　　　　	
0	デブリードマン（１００未満）　　　　　	
0	皮膚，皮下，粘膜下血管腫摘出術（露出部）	
0	筋炎手術（大腿筋）　　　　　　　　　　　	
0	筋炎手術（その他の筋）　　　　　　　　　	
5	骨折観血的手術（膝蓋骨）　　　　　　　　	150019610
0	化膿性関節炎掻爬術（肘）　　　　　　　　	
0	関節脱臼非観血的整復術（膝）　　　　　　	
0	関節内骨折観血的手術（足）　　　　　　　	
5	関節内骨折観血的手術（手）　　　　　　　	150043110
0	関節鏡下靱帯断裂形成手術（膝側副靱帯）　	
5	関節形成手術（肘）　　　　　　　　　　　	150048610
5	関節形成手術（足）　　　　　　　　　　　	150048810
5	人工骨頭挿入術（肩）　　　　　　　　　　	150049410
5	人工関節再置換（肩）　　　　　　　　　　	150255910
5	人工関節置換術（足）　　　　　　　　　　	150050910
5	四肢切断術（指（手、足））　　　　　　　	
0	爪甲除去術　　　　　　　　　　　　　　　	
7	減圧開頭術（キアリ奇形、脊髄空洞症）　　	150335610
0	脊髄血管腫摘出術　　　　　　　　　　　　	
0	鼓膜鼓室肉芽切除術　　　　　　　　　　　	
0	上咽頭腫瘍摘出術（経鼻腔によるもの）　　	
0	咽頭瘻閉鎖術　　　　　　　　　　　　　　	
0	頸部郭清術加算（片側）　　　　　　　　　	
0	頸部郭清術加算（両側）　　　　　　　　　	
5	口蓋腫瘍摘出術（口蓋骨に及ぶ）　　　　　	150110610
0	口腔底腫瘍摘出術　　　　　　　　　　　　	
0	口唇悪性腫瘍手術　　　　　　　　　　　　	
0	頬腫瘍摘出術（その他）　　　　　　　　　	
5	下顎骨折観血的手術（両側）　　　　　　　	150274410
0	顎下腺悪性腫瘍手術　　　　　　　　　　　	
0	乳腺腫瘍摘出術（長径５未満）（右）　　	
0	乳腺腫瘍摘出術（長径５以上）（左）　　	
5	肋骨骨髄炎手術　　　　　　　　　　　　　	150122410
5	肋骨切除術（第１肋骨）　　　　　　　　　	150123210
3	胸腔鏡下醸膿胸膜、胸膜胼胝切除術　　　　	150292410
7	縦隔悪性腫瘍手術（広汎摘出）　　　　　　	150357410
7	肺切除術（楔状部分切除）　　　　　　　　	150129710
3	胸腔鏡下良性胸壁腫瘍手術　　　　　　　　	150270850
0	植込型心電図記録計移植術　　　　　　　　	
2	植込型除細動器移植術（皮下植込型リード）	150383250
7	大動脈瘤切除術（上行大動脈）その他　　　	150245010
0	抗悪性腫瘍剤動脈内持続注入用植込型カテー	
0	抗悪性腫瘍剤静脈内持続注入用植込型カテー	
0	リンパ節群郭清術（顎下部又は舌下部浅在性	
5	大網、腸間膜、後腹膜腫瘍摘出術（腸切除を	150161510
5	骨盤内臓全摘術　　　　　　　　　　　　　	150245310
0	内視鏡的胃、十二指腸ポリープ・粘膜切除術	
5	胆嚢外瘻造設術　　　　　　　　　　　　　	150174110
5	膵頭部腫瘍切除術（周辺臓器（胃、結腸、腎	150297110
5	腸吻合術　　　　　　　　　　　　　　　　	150184110
5	小腸瘻閉鎖術（腸管切除を伴う）　　　　　	150185310
0	経尿道的尿管瘤切除術　　　　　　　　　　	
5	膀胱悪性腫瘍手術（切除）　　　　　　　　	150200510
0	女子外性器腫瘍摘出術　　　　　　　　　　	
0	女子外性器悪性腫瘍手術（切除）　　　　　	
0	子宮鏡下子宮内膜焼灼術　　　　　　　　　	
0	会陰（腟壁）裂創縫合術（分娩時）（腟円蓋	
0	ＨＩＶ抗体陽性加算　　　　　　　　　　　	
0	周術期口腔機能管理後手術加算　　　　　　	
0	麻酔加算（ＭＲＳＡ患者・Ｂ型肝炎患者・Ｃ	
